1.1000000000000001   0.10000000000000001   (0.23073261495440608,0.092743403377799474)   (-0.21889141052621741,-0.092743403377799474)   (0.46146522990881228,0.18548680675559903)   (-0.43778282105243493,-0.18548680675559903)   
1.1000000000000001   1   (-0.153620339132895,-0.18023917076827736)   (0.16546154356108367,0.18023917076827736)   (-0.30724067826578993,-0.36047834153655489)   (0.33092308712216728,0.36047834153655489)   
1.1000000000000001   2   (-0.029592958415740517,0.23562436840486362)   (0.041434162843929194,-0.23562436840486362)   (-0.0591859168314815,0.47124873680972734)   (0.082868325687858846,-0.47124873680972734)   
1.1000000000000001   10   (-0.15686523823448759,0.1774552528644685)   (0.16870644266267626,-0.1774552528644685)   (-0.31373047646897523,0.35491050572893712)   (0.33741288532535257,-0.35491050572893712)   
1.2   0   (0.24999999999999989,0)   (-0.24196854351685437,0)   (0.49999999999999989,0)   (-0.48393708703370886,0)   
1.2   0.10000000000000001   (0.23058224609646547,0.094226989107171963)   (-0.22255078961331995,-0.094226989107171963)   (0.46116449219293104,0.18845397821434398)   (-0.44510157922664001,-0.18845397821434398)   
1.2   1   (-0.15677032182610443,-0.18312239751958026)   (0.16480177830924994,0.18312239751958026)   (-0.31354064365220879,-0.3662447950391608)   (0.32960355661849983,0.3662447950391608)   
1.2   2   (-0.031774991615665125,0.23939357395184854)   (0.039806448098810669,-0.23939357395184854)   (-0.063549983231330709,0.47878714790369714)   (0.079612896197621769,-0.47878714790369714)   
1.2   10   (-0.16004054516193453,0.18029394619642936)   (0.16807200164508007,-0.18029394619642936)   (-0.32008109032386917,0.36058789239285877)   (0.33614400329016025,-0.36058789239285877)   
1.3   0   (0.24999999999999989,0)   (-0.24457324668206104,0)   (0.49999999999999978,0)   (-0.48914649336412219,0)   
1.3   0.10000000000000001   (0.23047943975707591,0.095241308295972826)   (-0.22505268643913712,-0.095241308295972826)   (0.46095887951415204,0.19048261659194574)   (-0.4501053728782744,-0.19048261659194574)   
1.3   1   (-0.15892394721279807,-0.18509364337454512)   (0.16435070053073686,0.18509364337454512)   (-0.31784789442559608,-0.37018728674909041)   (0.32870140106147372,0.37018728674909041)   
1.3   2   (-0.033266835397567959,0.24197055850835175)   (0.038693588715506787,-0.24197055850835175)   (-0.066533670795136376,0.48394111701670361)   (0.077387177431014004,-0.48394111701670361)   
1.3   10   (-0.16221148458462908,0.18223474480396704)   (0.16763823790256788,-0.18223474480396704)   (-0.32442296916925834,0.36446948960793418)   (0.33527647580513592,-0.36446948960793418)   
1.3999999999999999   0   (0.24999999999999989,0)   (-0.24634270877705877,0)   (0.50000000000000011,0)   (-0.49268541755411771,0)   
1.3999999999999999   0.10000000000000001   (0.23040959996761173,0.095930369291784862)   (-0.22675230874467053,-0.095930369291784862)   (0.46081919993522363,0.19186073858356981)   (-0.45350461748934123,-0.19186073858356981)   
1.3999999999999999   1   (-0.16038697706567454,-0.18643277670339223)   (0.16404426828861574,0.18643277670339223)   (-0.32077395413134907,-0.37286555340678462)   (0.32808853657723142,0.37286555340678462)   
1.3999999999999999   2   (-0.034280294842389425,0.24372119042412532)   (0.03793758606533057,-0.24372119042412532)   (-0.06856058968477928,0.4874423808482507)   (0.075875172130661611,-0.4874423808482507)   
1.3999999999999999   10   (-0.16368627644203043,0.18355319429791928)   (0.1673435676649716,-0.18355319429791928)   (-0.32737255288406092,0.36710638859583866)   (0.33468713532994332,-0.36710638859583866)   
1.5   0   (0.24999999999999989,0)   (-0.24753954440233844,0)   (0.5,0)   (-0.49507908880467705,0)   
1.5   0.10000000000000001   (0.23036236146031097,0.096396439036997225)   (-0.22790190586264947,-0.096396439036997225)   (0.460724722920622,0.19279287807399453)   (-0.45580381172529905,-0.19279287807399453)   
1.5   1   (-0.16137654686415756,-0.18733854489107732)   (0.16383700246181906,0.18733854489107732)   (-0.32275309372831507,-0.3746770897821548)   (0.32767400492363807,0.3746770897821548)   
1.5   2   (-0.034965782467000037,0.24490528961984842)   (0.037426238064661506,-0.24490528961984842)   (-0.069931564934000531,0.48981057923969684)   (0.07485247612932347,-0.48981057923969684)   
1.5   10   (-0.16468380187069045,0.18444497227324569)   (0.16714425746835196,-0.18444497227324569)   (-0.32936760374138102,0.36888994454649143)   (0.33428851493670403,-0.36888994454649143)   
1.6000000000000001   0   (0.24999999999999989,0)   (-0.24834668396467596,0)   (0.49999999999999989,0)   (-0.49669336792935204,0)   
1.6000000000000001   0.10000000000000001   (0.23033050406293495,0.096710753987374415)   (-0.22867718802761103,-0.096710753987374415)   (0.46066100812587002,0.19342150797474891)   (-0.45735437605522222,-0.19342150797474891)   
1.6000000000000001   1   (-0.16204390745836061,-0.1879493901259161)   (0.16369722349368451,0.1879493901259161)   (-0.32408781491672117,-0.37589878025183238)   (0.32739444698736897,0.37589878025183238)   
1.6000000000000001   2   (-0.035428071664973006,0.24570383980202298)   (0.037081387700296897,-0.24570383980202298)   (-0.070856143329946455,0.49140767960404602)   (0.074162775400594252,-0.49140767960404602)   
1.6000000000000001   10   (-0.16535652769945333,0.18504638258348691)   (0.16700984373477726,-0.18504638258348691)   (-0.33071305539890677,0.37009276516697387)   (0.33401968746955463,-0.37009276516697387)   
1.7   0   (0.24999999999999989,0)   (-0.24888993394411166,0)   (0.5,0)   (-0.49777986788822354,0)   
1.7   0.10000000000000001   (0.23030906225624273,0.096922305493825481)   (-0.22919899620035444,-0.096922305493825481)   (0.46061812451248557,0.19384461098765104)   (-0.45839799240070905,-0.19384461098765104)   
1.7   1   (-0.16249307838987465,-0.18836052306592901)   (0.16360314444576293,0.18836052306592901)   (-0.32498615677974929,-0.37672104613185819)   (0.32720628889152581,0.37672104613185819)   
1.7   2   (-0.03573921809987804,0.24624130864915572)   (0.036849284155766299,-0.24624130864915572)   (-0.071478436199756551,0.49248261729831155)   (0.073698568311533069,-0.49248261729831155)   
1.7   10   (-0.1658093097333099,0.18545116529259456)   (0.16691937578919819,-0.18545116529259456)   (-0.33161861946661997,0.37090233058518923)   (0.33383875157839649,-0.37090233058518923)   
1.8   0   (0.24999999999999989,0)   (-0.24925508262584309,0)   (0.5,0)   (-0.49851016525168634,0)   
1.8   0.10000000000000001   (0.23029465001925417,0.097064501088161517)   (-0.22954973264509734,-0.097064501088161517)   (0.46058930003850845,0.19412900217632312)   (-0.45909946529019485,-0.19412900217632312)   
1.8   1   (-0.16279499128398064,-0.18863686849942177)   (0.1635399086581375,0.18863686849942177)   (-0.32558998256796123,-0.37727373699884376)   (0.32707981731627489,0.37727373699884376)   
1.8   2   (-0.03594835701351231,0.24660257150867038)   (0.036693274387669124,-0.24660257150867038)   (-0.071896714027025091,0.49320514301734081)   (0.073386548775338692,-0.49320514301734081)   
1.8   10   (-0.16611364985118005,0.18572324238088439)   (0.1668585672253369,-0.18572324238088439)   (-0.33222729970236026,0.37144648476176889)   (0.33371713445067386,-0.37144648476176889)   
1.8999999999999999   0   (0.24999999999999989,0)   (-0.24950029879511215,0)   (0.49999999999999989,0)   (-0.4990005975902243,0)   
1.8999999999999999   0.10000000000000001   (0.23028497145892587,0.097159992762305539)   (-0.22978527025403814,-0.097159992762305539)   (0.46056994291785186,0.19431998552461113)   (-0.45957054050807633,-0.19431998552461113)   
1.8999999999999999   1   (-0.16299774136100284,-0.18882244870821441)   (0.16349744256589058,0.18882244870821441)   (-0.32599548272200557,-0.37764489741642898)   (0.32699488513178115,0.37764489741642898)   
1.8999999999999999   2   (-0.036088804578606359,0.24684517814794207)   (0.036588505783494124,-0.24684517814794207)   (-0.072177609157213163,0.49369035629588415)   (0.07317701156698872,-0.49369035629588415)   
1.8999999999999999   10   (-0.16631802993412362,0.18590595617576905)   (0.16681773113901135,-0.18590595617576905)   (-0.33263605986824729,0.37181191235153821)   (0.33363546227802282,-0.37181191235153821)   
2   0   (0.24999999999999989,0)   (-0.24966487463820106,0)   (0.5,0)   (-0.49932974927640222,0)   
2   0.10000000000000001   (0.23027847573219365,0.097224081614305291)   (-0.22994335037039479,-0.097224081614305291)   (0.46055695146438741,0.19444816322861067)   (-0.45988670074078969,-0.19444816322861067)   
2   1   (-0.16313381625753895,-0.18894700011693152)   (0.16346894161933784,0.18894700011693152)   (-0.32626763251507784,-0.37789400023386321)   (0.32693788323867562,0.37789400023386321)   
2   2   (-0.03618306539551757,0.2470080026154971)   (0.036518190757316445,-0.2470080026154971)   (-0.072366130791035599,0.49401600523099432)   (0.073036381514633347,-0.49401600523099432)   
2   10   (-0.16645519880256032,0.1860285838023516)   (0.16679032416435921,-0.1860285838023516)   (-0.33291039760512076,0.37205716760470325)   (0.33358064832871853,-0.37205716760470325)   
3   0   (0.24999999999999989,0)   (-0.24999385590089848,0)   (0.49999999999999989,0)   (-0.49998771180179707,0)   
3   0.10000000000000001   (0.23026549100525906,0.097352192952275513)   (-0.23025934690615765,-0.097352192952275513)   (0.46053098201051829,0.19470438590455111)   (-0.46051869381231547,-0.19470438590455111)   
3   1   (-0.16340582514076057,-0.18919597395745047)   (0.16341196923986195,0.18919597395745047)   (-0.32681165028152115,-0.37839194791490111)   (0.32682393847972385,0.37839194791490111)   
3   2   (-0.036371489419288749,0.24733348294073138)   (0.036377633518390122,-0.24733348294073138)   (-0.072742978838577943,0.49466696588146281)   (0.072755267036780716,-0.49466696588146281)   
3   10   (-0.16672939449674071,0.18627371207073856)   (0.16673553859584211,-0.18627371207073856)   (-0.33345878899348153,0.37254742414147718)   (0.33347107719168434,-0.37254742414147718)   
4   0   (0.24999999999999989,0)   (-0.24999988746486315,0)   (0.49999999999999989,0)   (-0.49999977492972641,0)   
4   0.10000000000000001   (0.23026525294242706,0.097354541753916168)   (-0.23026514040729032,-0.097354541753916168)   (0.46053050588485428,0.19470908350783242)   (-0.46053028081458086,-0.19470908350783242)   
4   1   (-0.16341081216939757,-0.18920053866010952)   (0.1634109247045343,0.18920053866010952)   (-0.32682162433879514,-0.37840107732021927)   (0.32682184940906861,0.37840107732021927)   
4   2   (-0.036374943997651468,0.24733945031827984)   (0.036375056532788184,-0.24733945031827984)   (-0.072749887995303381,0.49467890063655973)   (0.072750113065576841,-0.49467890063655973)   
4   10   (-0.16673442161851268,0.18627820626842689)   (0.16673453415364942,-0.18627820626842689)   (-0.33346884323702553,0.3725564125368539)   (0.33346906830729894,-0.3725564125368539)   
5   0   (0.24999999999999989,0)   (-0.24999999793884625,0)   (0.49999999999999978,0)   (-0.49999999587769256,0)   
5   0.10000000000000001   (0.23026524858207378,0.097354584774511532)   (-0.23026524652092023,-0.097354584774511532)   (0.46053049716414779,0.19470916954902315)   (-0.46053049304184057,-0.19470916954902315)   
5   1   (-0.16341090351169632,-0.18920062226709558)   (0.16341090557284987,0.18920062226709558)   (-0.32682180702339253,-0.37840124453419138)   (0.32682181114569975,0.37840124453419138)   
5   2   (-0.036375007271627159,0.24733955961662601)   (0.036375009332780754,-0.24733955961662601)   (-0.072750014543254776,0.49467911923325214)   (0.072750018665561994,-0.49467911923325214)   
5   10   (-0.16673451369515635,0.18627828858404558)   (0.1667345157563099,-0.18627828858404558)   (-0.33346902739031276,0.37255657716809126)   (0.33346903151261997,-0.37255657716809126)   
