0   0   (0.24999999999999942,0)   (9.540979117872439e-18,0)   (-8.679038390746463e-17,0)   (6.2666885569662156e-17,0)   (6.3208986655904909e-17,0)   (-2.8677147462241592e-16,0)   (7.3671537620390026e-17,0)   (-1.7715863498413142e-16,0)   (-4.038653092508504e-17,0)   (-2.6660531421418554e-16,0)   (3.8315704775637727e-16,0)   (1.5330618718945033e-16,0)   (0.49999999999999489,0)   (-3.2971011581757817e-16,0)   (4.7827927124950882e-17,0)   (4.9507381701119346e-17,0)   (2.2208250964942094e-17,0)   (-1.744580821900479e-17,0)   (-2.6579893884839945e-18,0)   (-2.3256348358050884e-18,0)   (1.0746518760052122e-17,0)   (4.5582866298253359e-17,0)   (4.9646824500061085e-17,0)   (1.4605590279830874e-16,0)   
0.10000000000000001   0   (0.25000000000000211,0)   (0.012938178443682764,0)   (0.0068422668046151753,0)   (0.00067421250670686146,0)   (0.00020529236114692694,0)   (2.8207392949600751e-05,0)   (1.2964162567509267e-05,0)   (2.8207392949822843e-05,0)   (0.00020529236114685131,0)   (0.0006742125067067345,0)   (0.006842266804615138,0)   (0.012938178443682781,0)   (0.49999999999999861,0)   (0.012516332218714168,0)   (0.0065738085599843406,0)   (0.00033636754642652709,0)   (9.3870977769491343e-05,0)   (6.814998680928838e-06,0)   (2.7358782118847901e-06,0)   (6.8149986809276233e-06,0)   (9.3870977769479051e-05,0)   (0.00033636754642654834,0)   (0.0065738085599843293,0)   (0.01251633221871414,0)   
0.20000000000000001   0   (0.24999999999999795,0)   (0.026654063222250789,0)   (0.014889785929613089,0)   (0.0028793331834275648,0)   (0.0010388217381966109,0)   (0.00026792835722415224,0)   (0.00015254213485996052,0)   (0.00026792835722401237,0)   (0.0010388217381970594,0)   (0.0028793331834278749,0)   (0.014889785929613143,0)   (0.026654063222250887,0)   (0.49999999999999739,0)   (0.0240239492463695,0)   (0.013211221846701747,0)   (0.0013373982873297265,0)   (0.000410882421757908,0)   (5.639260018173802e-05,0)   (2.6081433530197361e-05,0)   (5.6392600181752406e-05,0)   (0.00041088242175790074,0)   (0.0013373982873297295,0)   (0.013211221846701407,0)   (0.024023949246367821,0)   
0.29999999999999999   0   (0.24999999999999784,0)   (0.04096909444528056,0)   (0.024139831758842715,0)   (0.0068473293103248284,0)   (0.0028698385956930773,0)   (0.0010565851357884949,0)   (0.0006995726598233949,0)   (0.0010565851357884804,0)   (0.0028698385956930903,0)   (0.0068473293103249178,0)   (0.024139831758842895,0)   (0.040969094445280255,0)   (0.49999999999999678,0)   (0.034162789550195902,0)   (0.019604559102996518,0)   (0.0029356094238468205,0)   (0.00098138864310129198,0)   (0.00019180349743682477,0)   (9.9037976053766748e-05,0)   (0.00019180349743683225,0)   (0.00098138864310125598,0)   (0.0029356094238468856,0)   (0.019604559102996827,0)   (0.03416278955019577,0)   
0.40000000000000002   0   (0.25000000000000006,0)   (0.055680794484714864,0)   (0.034550636652138506,0)   (0.012748162840970242,0)   (0.0061127165151362616,0)   (0.0028740651677833201,0)   (0.0021226989306578625,0)   (0.0028740651677832355,0)   (0.0061127165151356327,0)   (0.012748162840970344,0)   (0.034550636652138346,0)   (0.055680794484715482,0)   (0.49999999999999339,0)   (0.042635357578632328,0)   (0.025445234077687149,0)   (0.0049939915596651637,0)   (0.0017986475781541107,0)   (0.00044598090767303543,0)   (0.00025115303366392858,0)   (0.00044598090767304296,0)   (0.0017986475781540633,0)   (0.0049939915596651802,0)   (0.025445234077686989,0)   (0.042635357578632425,0)   
0.5   0   (0.24999999999999856,0)   (0.070591914492023955,0)   (0.046060867303026713,0)   (0.020697779937095727,0)   (0.011207045382074473,0)   (0.0063170006108577252,0)   (0.0050548264663935949,0)   (0.0063170006108584425,0)   (0.011207045382075072,0)   (0.020697779937095817,0)   (0.046060867303026644,0)   (0.070591914492023608,0)   (0.50000000000000122,0)   (0.049236799122308578,0)   (0.030457157236821061,0)   (0.0073227157819174367,0)   (0.0028167216664704031,0)   (0.00083145044745535962,0)   (0.0005015702895047057,0)   (0.00083145044745537133,0)   (0.002816721666470315,0)   (0.007322715781917526,0)   (0.030457157236820645,0)   (0.04923679912230762,0)   
0.59999999999999998   0   (0.25000000000000044,0)   (0.08554198187246953,0)   (0.058615261560550296,0)   (0.030774950072516839,0)   (0.018585733765196198,0)   (0.01203374842887244,0)   (0.010215472239065129,0)   (0.012033748428871976,0)   (0.018585733765196386,0)   (0.030774950072516943,0)   (0.058615261560550122,0)   (0.085541981872469947,0)   (0.50000000000000566,0)   (0.053866920721581987,0)   (0.03442201325524915,0)   (0.0097049786311531813,0)   (0.0039563328132559,0)   (0.0013347790434301611,0)   (0.00085049596049318276,0)   (0.0013347790434301782,0)   (0.0039563328132560119,0)   (0.0097049786311531744,0)   (0.034422013255249885,0)   (0.053866920721581696,0)   
0.69999999999999996   0   (0.24999999999999614,0)   (0.10042694910941619,0)   (0.072178268984824018,0)   (0.043025521492827207,0)   (0.028621824505155238,0)   (0.020622686737393342,0)   (0.018287580429426343,0)   (0.020622686737393522,0)   (0.028621824505155335,0)   (0.043025521492827408,0)   (0.072178268984824101,0)   (0.10042694910941638,0)   (0.49999999999999761,0)   (0.05652368536778439,0)   (0.037191942654018595,0)   (0.011924810187071715,0)   (0.0051167681712425486,0)   (0.0019175879196632758,0)   (0.0012763215421078011,0)   (0.0019175879196632988,0)   (0.0051167681712425417,0)   (0.01192481018707159,0)   (0.037191942654018539,0)   (0.056523685367783287,0)   
0.80000000000000004   0   (0.24999999999999895,0)   (0.11519278690381383,0)   (0.08671732124933669,0)   (0.057433698916848547,0)   (0.041548182008604072,0)   (0.032504305459366861,0)   (0.029767621569703195,0)   (0.032504305459367916,0)   (0.041548182008604495,0)   (0.057433698916848928,0)   (0.086717321249336968,0)   (0.11519278690381404,0)   (0.50000000000000322,0)   (0.057287300501732877,0)   (0.038692412973682991,0)   (0.01379114435774245,0)   (0.006190697634959004,0)   (0.0025235190703841084,0)   (0.0017390971063841142,0)   (0.0025235190703841934,0)   (0.0061906976349590899,0)   (0.013791144357742469,0)   (0.038692412973682984,0)   (0.057287300501730976,0)   
0.90000000000000002   0   (0.24999999999999664,0)   (0.12979949487912479,0)   (0.10215160912587323,0)   (0.073857518820888229,0)   (0.057357738972820781,0)   (0.047787221153616458,0)   (0.04481545442652872,0)   (0.047787221153616465,0)   (0.057357738972821176,0)   (0.073857518820888479,0)   (0.10215160912587322,0)   (0.12979949487912493,0)   (0.50000000000000167,0)   (0.056307832783988529,0)   (0.038922738452972283,0)   (0.015156445063529344,0)   (0.0070793318382536023,0)   (0.0030889730696898885,0)   (0.0021888005017260694,0)   (0.0030889730696899141,0)   (0.007079331838253735,0)   (0.015156445063529372,0)   (0.038922738452973053,0)   (0.056307832783987696,0)   
