0   0   (0.2499999999999874,0)   (2.2735719557021028e-16,0)   (1.3010426069826053e-17,0)   (8.7820375971325859e-18,0)   (5.388484797252957e-17,0)   (-3.1908069936248395e-16,0)   (-1.0581813203458523e-16,0)   (-3.430415673744136e-16,0)   (-2.7582103268031233e-16,0)   (-1.354168513434395e-16,0)   (1.2858637765678083e-16,0)   (-9.6493993351209895e-18,0)   (0.49999999999999362,0)   (-1.0861259960669558e-16,0)   (2.4965449087373248e-17,0)   (1.4282457798365199e-17,0)   (1.482625295050246e-18,0)   (2.8457130654192288e-18,0)   (1.2334387898798715e-17,0)   (-3.0815058621111446e-18,0)   (-2.0664427539452725e-18,0)   (1.8183468036944879e-17,0)   (-4.2708989387337925e-17,0)   (-1.2357003678490405e-16,0)   
0.10000000000000001   0   (0.24999999999999006,0)   (0.013124598073037961,0)   (0.0069033498691029914,0)   (0.00068072269489030592,0)   (0.00020716402061564433,0)   (2.8586877029901242e-05,0)   (1.3139894693838734e-05,0)   (2.8586877030361038e-05,0)   (0.00020716402061561609,0)   (0.00068072269489036945,0)   (0.0069033498691031172,0)   (0.013124598073037846,0)   (0.49999999999999734,0)   (0.0017047507217084596,0)   (0.00087665120859391416,0)   (6.2821423221967678e-06,0)   (1.6064347500781293e-06,0)   (1.68726770809446e-08,0)   (5.8254072170968703e-09,0)   (1.6872677068693248e-08,0)   (1.6064347500719926e-06,0)   (6.2821423221882128e-06,0)   (0.00087665120859388272,0)   (0.0017047507217082623,0)   
0.20000000000000001   0   (0.2499999999999872,0)   (0.027491351818782154,0)   (0.015223827390184467,0)   (0.0029523145394676708,0)   (0.0010668357518746824,0)   (0.00027765864201170017,0)   (0.00015849063382497445,0)   (0.00027765864201195252,0)   (0.0010668357518747152,0)   (0.0029523145394675411,0)   (0.015223827390184463,0)   (0.027491351818782608,0)   (0.4999999999999859,0)   (0.0032051683873077367,0)   (0.0016931657924589651,0)   (2.4191606496836195e-05,0)   (6.3148223377487942e-06,0)   (1.2916641091862029e-07,0)   (4.6014748616698045e-08,0)   (1.2916641090289735e-07,0)   (6.3148223377427794e-06,0)   (2.4191606496829131e-05,0)   (0.0016931657924588608,0)   (0.003205168387307659,0)   
0.29999999999999999   0   (0.24999999999998773,0)   (0.043041034830374421,0)   (0.025104396016726364,0)   (0.0071655213265045103,0)   (0.0030205139076624359,0)   (0.0011284385559064611,0)   (0.00075147058831214841,0)   (0.0011284385559060673,0)   (0.0030205139076625513,0)   (0.0071655213265046664,0)   (0.025104396016726434,0)   (0.04304103483037465,0)   (0.49999999999999589,0)   (0.0044652266095072607,0)   (0.0024196288589252539,0)   (5.1603735721364833e-05,0)   (1.3722000737842179e-05,0)   (4.0908901309736187e-07,0)   (1.4979458025102376e-07,0)   (4.0908901307780483e-07,0)   (1.3722000737836736e-05,0)   (5.1603735721355638e-05,0)   (0.0024196288589251806,0)   (0.004465226609507318,0)   
0.40000000000000002   0   (0.24999999999998987,0)   (0.059641487648003179,0)   (0.036646018534330943,0)   (0.013667584670228697,0)   (0.0066298199977240079,0)   (0.0031821576223940648,0)   (0.0023710397728098514,0)   (0.0031821576223947708,0)   (0.0066298199977251129,0)   (0.013667584670229098,0)   (0.036646018534331429,0)   (0.059641487648002395,0)   (0.49999999999999795,0)   (0.0054543632371480653,0)   (0.0030266688645569817,0)   (8.547251683100609e-05,0)   (2.3103619717474974e-05,0)   (8.9036487448016809e-07,0)   (3.3380755201472637e-07,0)   (8.9036487445490109e-07,0)   (2.3103619717455611e-05,0)   (8.5472516831000019e-05,0)   (0.0030266688645570663,0)   (0.0054543632371483134,0)   
0.5   0   (0.24999999999998909,0)   (0.077091473744100483,0)   (0.049903828918795065,0)   (0.022791500752691016,0)   (0.012571295208943657,0)   (0.0072750668202585054,0)   (0.0058870487449698503,0)   (0.0072750668202591229,0)   (0.012571295208944323,0)   (0.02279150075269144,0)   (0.049903828918794711,0)   (0.077091473744100539,0)   (0.500000000000002,0)   (0.0061515349665426681,0)   (0.0034886933194696597,0)   (0.00012202854154855603,0)   (3.3457987045761831e-05,0)   (1.5590890555130657e-06,0)   (5.9618875772648606e-07,0)   (1.5590890554704292e-06,0)   (3.3457987045750691e-05,0)   (0.00012202854154854536,0)   (0.0034886933194696605,0)   (0.0061515349665426516,0)   
0.59999999999999998   0   (0.24999999999999131,0)   (0.095143152498390032,0)   (0.064894802879899099,0)   (0.034842578248426209,0)   (0.021591809940095907,0)   (0.014418882304103551,0)   (0.012396805001874409,0)   (0.014418882304102808,0)   (0.021591809940095626,0)   (0.034842578248426556,0)   (0.064894802879898864,0)   (0.095143152498390449,0)   (0.50000000000000022,0)   (0.0065483545567951917,0)   (0.0037870096854348504,0)   (0.00015715166306922191,0)   (4.3613312308224032e-05,0)   (2.3541515505738335e-06,0)   (9.1478418129078516e-07,0)   (2.3541515505201511e-06,0)   (4.3613312308220698e-05,0)   (0.00015715166306921066,0)   (0.0037870096854349233,0)   (0.0065483545567952143,0)   
0.69999999999999996   0   (0.24999999999999203,0)   (0.113529664491269,0)   (0.081595902393498176,0)   (0.050053826390012414,0)   (0.034390890530288723,0)   (0.025628172256719376,0)   (0.023030428728804019,0)   (0.025628172256719806,0)   (0.03439089053028796,0)   (0.050053826390013031,0)   (0.081595902393499356,0)   (0.11352966449127011,0)   (0.49999999999999478,0)   (0.0066505679692729835,0)   (0.0039122056784751608,0)   (0.0001868593324553346,0)   (5.238288647712335e-05,0)   (3.1787464999814503e-06,0)   (1.2508281085870396e-06,0)   (3.1787464999223274e-06,0)   (5.2382886477109371e-05,0)   (0.00018685933245532615,0)   (0.0039122056784751686,0)   (0.0066505679692729861,0)   
0.80000000000000004   0   (0.24999999999999142,0)   (0.13196967653022013,0)   (0.099896667491159788,0)   (0.06847273969885348,0)   (0.051404970438131366,0)   (0.041622626398186632,0)   (0.038619058705650654,0)   (0.041622626398187576,0)   (0.051404970438131976,0)   (0.068472739698854007,0)   (0.099896667491159927,0)   (0.13196967653022174,0)   (0.49999999999999595,0)   (0.006478477929605036,0)   (0.0038658856425503292,0)   (0.00020783066832193717,0)   (5.8740908505438065e-05,0)   (3.9209359882975725e-06,0)   (1.5575057484570819e-06,0)   (3.9209359882328677e-06,0)   (5.8740908505435273e-05,0)   (0.0002078306683219288,0)   (0.0038658856425504043,0)   (0.0064784779296051557,0)   
0.90000000000000002   0   (0.24999999999999095,0)   (0.1501318166282708,0)   (0.11949202978582785,0)   (0.089778291491770731,0)   (0.07252172500184341,0)   (0.062459518322516956,0)   (0.059293212931830194,0)   (0.062459518322518115,0)   (0.072521725001843965,0)   (0.089778291491771467,0)   (0.11949202978582829,0)   (0.15013181662827102,0)   (0.49999999999999584,0)   (0.0060677911123926962,0)   (0.0036623807627163907,0)   (0.00021790996638028817,0)   (6.1994142391444409e-05,0)   (4.4787916189679521e-06,0)   (1.7912217648055487e-06,0)   (4.4787916189056257e-06,0)   (6.1994142391452568e-05,0)   (0.0002179099663802975,0)   (0.0036623807627164965,0)   (0.0060677911123926242,0)   
